brand,model,model_year,milage,fuel_type,transmission,accident,price,engine_hp,brand_id,model_id,fuel_type_id,transmission_norm,age
Tesla,Model X Long Range,2019,37,Electric,1-Speed A/T,0,58000,518.0,52,1102,2,0,6
Audi,A8 4.0T,2014,96,Gasoline,Transmission w/Dual Shift Mode,1,22500,420.0,3,199,3,2,11
Subaru,Ascent Limited 7-Passenger,2022,13,Gasoline,CVT Transmission,0,38500,260.0,50,272,3,0,3
Chevrolet,Avalanche 1500 LT,2007,244,E85 Flex Fuel,A/T,0,16900,320.0,9,279,1,0,18
Porsche,Cayenne S,2015,124,Gasoline,8-Speed A/T,0,25000,420.0,43,430,3,0,10
BMW,335 i,2009,123,Gasoline,A/T,0,15000,300.0,4,50,3,0,16
GMC,Sierra 1500 Limited Elevation,2022,25,Gasoline,8-Speed A/T,0,49900,310.0,15,1540,3,0,3
Ford,Explorer Sport,2016,96,Gasoline,Transmission w/Dual Shift Mode,0,20000,365.0,14,647,3,2,9
Lexus,LX 570 Three-Row,2021,48,Gasoline,A/T,0,82000,383.0,27,933,3,0,4
BMW,M3 Base,2008,94,Gasoline,6-Speed Manual,0,25999,414.0,4,970,3,1,17
Nissan,Xterra Pro-4X,2011,183,Gasoline,A/T,1,12000,261.0,39,1862,3,0,14
Ford,Fusion Hybrid SE Hybrid,2013,126,Hybrid,CVT Transmission,1,11500,188.0,14,736,4,0,12
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,88,Gasoline,6-Speed Manual,0,16000,210.0,54,827,3,1,9
Cadillac,CTS-V Base,2012,45,Gasoline,6-Speed A/T,0,41500,556.0,8,379,3,0,13
Aston,Martin Vantage Base,2022,1,Gasoline,8-Speed A/T,0,156900,503.0,2,1045,3,0,3
Lexus,GX 460 Base,2015,106,Gasoline,A/T,0,37500,301.0,27,792,3,0,10
GMC,Acadia SLT-1,2019,51,Gasoline,6-Speed A/T,1,25500,193.0,15,247,3,0,6
Ford,Bronco Sport Big Bend,2021,30,Gasoline,8-Speed A/T,0,28979,201.0,14,327,3,0,4
Nissan,Titan SV,2021,28,Gasoline,9-Speed A/T,0,39884,384.0,39,1697,3,0,4
Volkswagen,Jetta SportWagen SE,2012,107,Gasoline,A/T,0,9499,170.0,54,913,3,0,13
Land,Rover Range Rover 5.0L V8 Supercharged,2019,18,Gasoline,8-Speed A/T,0,65000,518.0,26,1402,3,0,6
RAM,2500 Laramie,2017,118,Diesel,Transmission w/Dual Shift Mode,0,42000,350.0,44,26,0,2,8
Nissan,Murano SL,2010,139,Gasoline,CVT Transmission,1,7000,265.0,39,1113,3,0,15
Cadillac,Escalade ESV Base,2009,152,E85 Flex Fuel,6-Speed A/T,1,12350,403.0,8,602,1,0,16
BMW,428 i xDrive SULEV,2016,77,Gasoline,Transmission w/Dual Shift Mode,1,26999,240.0,4,67,3,2,9
Ford,Focus RS Base,2017,26,Gasoline,6-Speed Manual,0,37000,350.0,14,716,3,1,8
Lexus,CT 200h Premium,2014,131,Hybrid,A/T,0,14000,134.0,27,364,4,0,11
Buick,Enclave Leather,2017,83,Gasoline,6-Speed A/T,0,20599,304.0,7,590,3,0,8
BMW,M3 Base,2015,59,Gasoline,6-Speed Manual,0,53500,425.0,4,970,3,1,10
Volkswagen,Arteon 2.0T SEL R-Line,2020,16,Gasoline,8-Speed A/T,0,30000,268.0,54,270,3,0,5
BMW,X6 xDrive35i,2013,90,Gasoline,8-Speed A/T,0,19950,300.0,4,1810,3,0,12
INFINITI,G35 Base,2006,94,Gasoline,Transmission w/Dual Shift Mode,1,10995,280.0,20,743,3,2,19
Hummer,H2 Base,2008,64,Gasoline,6-Speed A/T,1,55000,393.0,18,852,3,0,17
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,96,Gasoline,A/T,1,15990,228.0,36,336,3,0,14
Acura,ILX Premium Package,2019,38,Gasoline,A/T,0,26000,201.0,0,879,3,0,6
Porsche,911 GT3,2015,13,Gasoline,7-Speed A/T,0,154900,475.0,43,157,3,0,10
RAM,1500 Longhorn,2019,76,Gasoline,8-Speed A/T,1,40995,369.0,44,12,3,0,6
BMW,M3 Base,2001,81,Gasoline,6-Speed Manual,0,39000,333.0,4,970,3,1,24
Chevrolet,Suburban LT,2022,38,Gasoline,10-Speed A/T,0,60894,355.0,9,1627,3,0,3
Dodge,Ram 2500 ST,2010,152,Gasoline,5-Speed A/T,1,17700,355.0,11,1346,3,0,15
Chevrolet,Camaro 2SS,2012,60,Gasoline,6-Speed A/T,0,26950,400.0,9,401,3,0,13
Dodge,Challenger SE,2010,90,Gasoline,A/T,0,12000,250.0,11,443,3,0,15
Jeep,Grand Cherokee L Limited,2022,13,Gasoline,8-Speed A/T,0,42599,304.0,22,842,3,0,3
Chevrolet,Camaro 2SS,2018,9,Gasoline,8-Speed A/T,0,45000,455.0,9,401,3,0,7
Ford,F-350 Lariat,2021,28,Diesel,10-Speed A/T,0,73600,475.0,14,686,0,0,4
Ford,F-250 King Ranch,2015,98,Diesel,6-Speed A/T,0,39950,440.0,14,673,0,0,10
Chevrolet,Corvette Stingray w/3LT,2023,4,Gasoline,A/T,0,98000,490.0,9,511,3,0,2
Lincoln,MKC Reserve,2016,100,Gasoline,Transmission w/Dual Shift Mode,0,24000,240.0,28,1007,3,2,9
Ford,Excursion Limited,2001,333,Diesel,A/T,1,17000,250.0,14,627,0,0,24
Land,Rover Discovery SE,2018,63,Gasoline,8-Speed A/T,0,29993,340.0,26,1385,3,0,7
Land,Rover Defender V8,2022,3,Gasoline,8-Speed A/T,0,96500,518.0,26,1378,3,0,3
Chevrolet,Silverado 1500 2LT,2014,103,E85 Flex Fuel,6-Speed A/T,0,25500,355.0,9,1555,1,0,11
Mercedes-Benz,AMG G 63 Base,2017,40,Gasoline,7-Speed A/T,0,99000,563.0,36,218,3,0,8
Ford,F-250 XLT,2019,124,E85 Flex Fuel,6-Speed A/T,0,40100,385.0,14,681,1,0,6
Tesla,Model 3 Base,2022,12,Electric,A/T,0,36750,271.0,52,1082,2,0,3
Lexus,LX 570 Three-Row,2018,39,Gasoline,Transmission w/Dual Shift Mode,0,69500,383.0,27,933,3,2,7
INFINITI,QX60 Luxe,2019,51,Gasoline,CVT Transmission,1,29000,295.0,20,1263,3,0,6
Rivian,R1S Adventure Package,2023,250,Electric,1-Speed A/T,0,97500,835.0,45,1277,2,0,2
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,67,Gasoline,8-Speed A/T,0,35999,340.0,26,1423,3,0,8
INFINITI,QX60 Base,2014,95,Gasoline,A/T,0,14195,265.0,20,1262,3,0,11
Hyundai,Sonata GLS,2013,137,Gasoline,6-Speed A/T,0,11000,198.0,19,1586,3,0,12
Toyota,Tundra Limited,2022,4,Gasoline,10-Speed A/T,0,55000,389.0,53,1733,3,0,3
Jeep,Grand Cherokee Limited,2020,48,Gasoline,A/T,0,31000,293.0,22,846,3,0,5
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,177,Diesel,A/T,1,13000,325.0,14,687,0,0,20
Tesla,Model 3 Performance,2021,33,Electric,1-Speed A/T,0,55000,455.0,52,1085,2,0,4
Mercedes-Benz,CLS-Class CLS 550,2014,35,Gasoline,Transmission w/Dual Shift Mode,0,27500,402.0,36,356,3,2,11
RAM,2500 SLT,2014,84,Gasoline,A/T,0,34000,410.0,44,29,3,0,11
Kia,Sorento Hybrid EX,2022,36,Hybrid,6-Speed A/T,0,37500,227.0,24,1595,4,0,3
Hyundai,Genesis 3.8,2015,92,Gasoline,A/T,1,17000,311.0,19,801,3,0,10
Jeep,Compass Latitude,2020,18,Gasoline,9-Speed A/T,0,25695,180.0,22,478,3,0,5
Ford,Fusion SE,2011,114,Gasoline,6-Speed A/T,0,6000,175.0,14,738,3,0,14
Toyota,FJ Cruiser Base,2014,92,Gasoline,A/T,0,27500,260.0,53,705,3,0,11
BMW,430 Gran Coupe i xDrive,2018,29,Gasoline,A/T,0,29998,232.0,4,69,3,0,7
Dodge,Durango SRT 392,2021,17,Gasoline,Transmission w/Dual Shift Mode,0,65000,475.0,11,543,3,2,4
Hyundai,Santa Fe GLS,2015,96,Gasoline,6-Speed A/T,0,13000,290.0,19,1517,3,0,10
Volkswagen,Atlas 3.6L SEL Premium,2021,36,Gasoline,8-Speed A/T,0,39127,304.0,54,275,3,0,4
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,57,Gasoline,Transmission w/Dual Shift Mode,0,35000,510.0,26,1424,3,2,9
Nissan,Murano SV,2021,24,Gasoline,A/T CVT,0,29510,309.0,39,1114,3,0,4
Buick,Envision Essence,2020,27,Gasoline,6-Speed A/T,0,31700,213.0,7,594,3,0,5
Chevrolet,Silverado 1500 RST,2020,26,Gasoline,A/T,0,41986,339.0,9,1569,3,0,5
Pontiac,Solstice GXP,2009,122,Gasoline,A/T,1,10000,260.0,42,1585,3,0,16
BMW,640 Gran Coupe i xDrive,2015,98,Gasoline,Transmission w/Dual Shift Mode,0,22500,315.0,4,111,3,2,10
MINI,Countryman Cooper S,2019,19,Gasoline,Transmission w/Dual Shift Mode,0,26750,189.0,31,516,3,2,6
Porsche,Boxster GTS,2016,40,Gasoline,7-Speed A/T,0,67995,330.0,43,313,3,0,9
Ford,Expedition EL King Ranch,2011,157,E85 Flex Fuel,6-Speed A/T,0,14300,310.0,14,632,1,0,14
BMW,X5 M Base,2017,62,Gasoline,Transmission w/Dual Shift Mode,0,46000,567.0,4,1797,3,2,8
Ford,Mustang GT Premium,2011,74,Gasoline,6-Speed Manual,0,22000,412.0,14,1122,3,1,14
Jeep,Compass Sport,2016,99,Gasoline,6-Speed A/T,1,5000,172.0,22,480,3,0,9
INFINITI,G37 Sport,2008,63,Gasoline,6-Speed Manual,0,15000,330.0,20,747,3,1,17
Ford,F-150 XLT,2022,18,Gasoline,10-Speed A/T,0,47500,400.0,14,670,3,0,3
Porsche,911 Carrera 4S,2007,43,Gasoline,Transmission w/Dual Shift Mode,0,72995,355.0,43,147,3,2,18
INFINITI,G35 Base,2005,99,Gasoline,6-Speed Manual,0,18900,298.0,20,743,3,1,20
Chrysler,300C Base,2013,88,Gasoline,8-Speed A/T,0,13750,292.0,10,34,3,0,12
Toyota,Camry Solara SLE,2007,138,Gasoline,5-Speed A/T,0,6800,210.0,53,412,3,0,18
Lexus,IS 300 Base,2018,71,Gasoline,Transmission w/Dual Shift Mode,0,28995,260.0,27,885,3,2,7
Buick,Enclave Essence,2020,55,Gasoline,9-Speed A/T,1,29444,310.0,7,589,3,0,5
BMW,M4 Competition xDrive,2022,3,Gasoline,8-Speed A/T,0,89995,503.0,4,979,3,0,3
Pontiac,GTO Base,2005,142,Gasoline,6-Speed Manual,1,21999,400.0,42,788,3,1,20
Toyota,FJ Cruiser Base,2013,53,Gasoline,A/T,0,36740,260.0,53,705,3,0,12
Hyundai,Elantra SE,2014,120,Gasoline,A/T,0,7500,145.0,19,584,3,0,11
Porsche,Macan S,2015,72,Gasoline,7-Speed A/T,0,29500,340.0,43,1030,3,0,10
Hummer,H3 Base,2007,154,Gasoline,4-Speed A/T,0,9995,242.0,18,854,3,0,18
Ford,Transit-350 Base,2018,235,Gasoline,A/T,0,18000,275.0,14,1716,3,0,7
Rivian,R1T Launch Edition,2022,9,Electric,A/T,0,82000,835.0,45,1279,2,0,3
Audi,S4 3.0 Prestige,2012,98,Gasoline,7-Speed A/T,0,18000,333.0,3,1462,3,0,13
Toyota,4Runner SR5 Premium,2023,1,Gasoline,A/T,0,46500,270.0,53,84,3,0,2
Tesla,Model 3 Mid Range,2018,32,Electric,A/T,0,29999,271.0,52,1084,2,0,7
Ford,F-250 Base,1997,93,Gasoline,4-Speed A/T,0,9000,210.0,14,672,3,0,28
Mercedes-Benz,G-Class G 550 4MATIC,2021,75,Gasoline,A/T,0,130000,416.0,36,741,3,0,4
Subaru,Legacy 2.5 GT spec.B,2008,94,Gasoline,6-Speed Manual,0,12500,243.0,50,952,3,1,17
Mercedes-Benz,E-Class E 350,2014,67,Gasoline,7-Speed A/T,1,18700,302.0,36,549,3,0,11
BMW,M3 Base,2001,66,Gasoline,6-Speed Manual,0,21000,333.0,4,970,3,1,24
Mercedes-Benz,C-Class C 250 Sport,2014,71,Gasoline,7-Speed A/T,0,14500,201.0,36,333,3,0,11
Toyota,Sienna XLE Limited,2007,113,Gasoline,5-Speed A/T,1,11500,266.0,53,1535,3,0,18
Dodge,Avenger SE,2014,125,E85 Flex Fuel,A/T,0,6499,283.0,11,287,1,0,11
BMW,M240 i,2018,61,Gasoline,6-Speed Manual,1,34000,335.0,4,968,3,1,7
RAM,3500 SLT,2017,157,Diesel,6-Speed A/T,1,32999,350.0,44,55,0,0,8
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,84,Gasoline,7-Speed A/T,0,20399,362.0,36,760,3,0,10
Jeep,Gladiator Rubicon,2020,28,Gasoline,A/T,0,47500,285.0,22,818,3,0,5
Bentley,Continental GT Base,2009,18,Gasoline,A/T,0,63000,552.0,5,482,3,0,16
Tesla,Model 3 Long Range,2019,27,Electric,A/T,0,38200,425.0,52,1083,2,0,6
Chevrolet,Corvette Stingray w/2LT,2021,3,Gasoline,Transmission w/Dual Shift Mode,0,83900,490.0,9,510,3,2,4
Audi,Q5 3.0T Premium Plus,2015,60,Gasoline,A/T,1,19000,272.0,3,1233,3,0,10
Mazda,MX-5 Miata Club,2021,5,Gasoline,6-Speed Manual,0,28000,181.0,34,1021,3,1,4
Bentley,Bentayga W12 Signature,2018,32,Gasoline,8-Speed A/T,0,115785,600.0,5,306,3,0,7
Mercedes-Benz,S-Class S500,2005,176,Gasoline,A/T,0,7000,302.0,36,1457,3,0,20
BMW,M6 Base,2015,18,Gasoline,Transmission w/Dual Shift Mode,0,59900,560.0,4,986,3,2,10
GMC,Yukon SLT,2015,143,Gasoline,6-Speed A/T,0,22999,355.0,15,1869,3,0,10
BMW,750 iL,2001,54,Gasoline,5-Speed A/T,0,11800,326.0,4,134,3,0,24
Toyota,Tundra Limited,2010,89,Gasoline,A/T,0,26900,381.0,53,1733,3,0,15
Chrysler,300C Base,2007,86,Gasoline,5-Speed A/T,0,15000,340.0,10,34,3,0,18
smart,ForTwo Pure,2008,62,Gasoline,5-Speed A/T,0,5000,70.0,56,720,3,0,17
Toyota,Tundra SR,2018,74,E85 Flex Fuel,6-Speed A/T,1,38000,381.0,53,1735,1,0,7
Hummer,H2 Base,2004,130,Gasoline,4-Speed A/T,1,16500,316.0,18,852,3,0,21
BMW,ALPINA B7 Base,2015,86,Gasoline,8-Speed A/T,1,29000,540.0,4,204,3,0,10
Land,Rover Range Rover Sport Supercharged,2008,141,Gasoline,6-Speed A/T,0,7500,390.0,26,1433,3,0,17
Audi,A4 2.0T Tech Premium,2018,28,Gasoline,7-Speed A/T,0,27900,252.0,3,173,3,0,7
Ford,Focus SE,2017,91,E85 Flex Fuel,6-Speed A/T,0,12500,160.0,14,717,1,0,8
Mercedes-Benz,E-Class E 550 4MATIC,2014,63,Gasoline,7-Speed A/T,0,28500,402.0,36,555,3,0,11
Jeep,Wrangler Unlimited 4xe Sahara,2022,10,Plug-In Hybrid,8-Speed A/T,0,49999,375.0,22,1773,5,0,3
Mercedes-Benz,M-Class ML 350 4MATIC,2014,75,E85 Flex Fuel,7-Speed A/T,0,21500,302.0,36,963,1,0,11
Jeep,Wrangler Sahara,2008,140,Gasoline,A/T,1,9000,202.0,22,1769,3,0,17
Mercedes-Benz,A-Class A 220 4MATIC,2019,30,Gasoline,7-Speed A/T,0,30500,188.0,36,164,3,0,6
Chevrolet,Malibu 1LT,2009,139,Gasoline,A/T,0,4200,169.0,9,1034,3,0,16
Hummer,H3 Base,2006,118,Gasoline,A/T,0,17900,220.0,18,854,3,0,19
BMW,i8 Base,2015,51,Plug-In Hybrid,Transmission w/Dual Shift Mode,0,53000,357.0,4,1893,5,2,10
Cadillac,XLR Base,2009,69,Gasoline,A/T,0,36500,320.0,8,1852,3,0,16
Lincoln,MKZ Select,2017,52,Gasoline,6-Speed A/T,1,12500,240.0,28,1019,3,0,8
Chevrolet,Silverado 1500 W/T,2006,111,Gasoline,A/T,1,4000,195.0,9,1570,3,0,19
Land,Rover Range Rover Sport HSE,2019,52,Gasoline,Transmission w/Dual Shift Mode,0,49900,340.0,26,1426,3,2,6
Nissan,Titan SL,2021,96,Gasoline,9-Speed A/T,0,32612,384.0,39,1696,3,0,4
Kia,Telluride SX,2022,27,Gasoline,A/T,0,47541,352.0,24,1685,3,0,3
Chevrolet,Tahoe RST,2023,40,Gasoline,10-Speed A/T,1,67190,339.0,9,1674,3,0,2
Ford,Mustang GT Premium,2019,32,Gasoline,6-Speed Manual,0,41000,460.0,14,1122,3,1,6
BMW,330 i,2017,83,Gasoline,A/T,0,18300,248.0,4,47,3,0,8
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,95,Gasoline,8-Speed A/T,0,31599,340.0,26,1423,3,0,8
Porsche,911 Carrera,2010,62,Gasoline,7-Speed A/T,0,51750,345.0,43,143,3,0,15
INFINITI,QX56 Base,2011,131,Gasoline,Transmission Overdrive Switch,0,12000,400.0,20,1260,3,2,14
RAM,2500 Tradesman,2020,41,Gasoline,8-Speed A/T,0,45515,410.0,44,30,3,0,5
BMW,840 i xDrive,2024,2,Gasoline,A/T,0,90000,335.0,4,137,3,0,1
MINI,Clubman Cooper S ALL4,2017,80,Gasoline,A/T,0,17390,189.0,31,469,3,0,8
Cadillac,Escalade ESV Premium Luxury Platinum,2021,32,Gasoline,A/T,0,95000,420.0,8,607,3,0,4
Audi,R8 5.2 V10 plus,2017,61,Gasoline,Transmission w/Dual Shift Mode,0,140000,610.0,3,1284,3,2,8
RAM,2500 Big Horn,2021,46,Gasoline,A/T,0,43449,432.0,44,25,3,0,4
Porsche,911 Carrera 4,2014,23,Gasoline,7-Speed Manual,1,85500,350.0,43,144,3,1,11
Bentley,Continental GT Base,2009,43,Gasoline,A/T,0,48500,552.0,5,482,3,0,16
Toyota,Tundra SR5,2015,99,Gasoline,6-Speed A/T,0,27000,310.0,53,1736,3,0,10
Toyota,4Runner SR5,2006,135,Gasoline,A/T,0,16900,236.0,53,83,3,0,19
Cadillac,CTS 2.0L Turbo Luxury,2019,46,Gasoline,8-Speed A/T,1,29000,265.0,8,371,3,0,6
Ford,Focus SE,2014,80,Gasoline,6-Speed A/T with Auto-Shift,0,10995,232.0,14,717,3,0,11
BMW,M5 Base,2021,13,Gasoline,8-Speed A/T,0,86900,502.0,4,982,3,0,4
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,41,Gasoline,Transmission w/Dual Shift Mode,0,60500,380.0,26,1398,3,2,6
Cadillac,Escalade ESV Luxury,2016,116,Gasoline,8-Speed A/T,1,30500,420.0,8,603,3,0,9
Chevrolet,Corvette Z06,2018,24,Gasoline,8-Speed A/T,0,87150,650.0,9,512,3,0,7
Audi,Q5 2.0T Premium Plus,2015,118,E85 Flex Fuel,A/T,1,15400,220.0,3,1231,1,0,10
BMW,ALPINA B7 ALPINA B7 xDrive,2020,15,Gasoline,A/T,0,99998,502.0,4,203,3,0,5
Maserati,Ghibli S Q4,2018,20,Gasoline,A/T,0,43000,424.0,32,812,3,0,7
BMW,228 Gran Coupe i xDrive,2020,10,Gasoline,A/T,0,30798,232.0,4,21,3,0,5
Ford,Expedition Limited,2023,10,Gasoline,10-Speed A/T,1,63500,400.0,14,636,3,0,2
Nissan,Frontier SE Crew Cab,2006,134,Gasoline,A/T,1,8500,265.0,39,730,3,0,19
Subaru,BRZ Limited,2022,10,Gasoline,Transmission w/Dual Shift Mode,0,32500,228.0,50,294,3,2,3
Chevrolet,Malibu LT,2018,53,Gasoline,6-Speed A/T,0,17500,160.0,9,1035,3,0,7
Ford,Focus SEL,2017,80,E85 Flex Fuel,6-Speed A/T with Auto-Shift,0,13895,232.0,14,718,1,0,8
Nissan,Rogue Sport S,2021,24,Gasoline,A/T,0,25500,141.0,39,1364,3,0,4
Volvo,C70 T5,2006,61,Gasoline,6-Speed Manual,0,10299,218.0,55,347,3,1,19
Lincoln,Nautilus Reserve,2021,20,Gasoline,A/T,0,48000,335.0,28,1142,3,0,4
Mercedes-Benz,AMG GT Base,2018,28,Gasoline,7-Speed A/T,1,84500,469.0,36,234,3,0,7
Ford,Mustang EcoBoost Premium,2017,60,Gasoline,A/T,1,21000,310.0,14,1120,3,0,8
Ford,Ranger XLT,1999,115,E85 Flex Fuel,A/T,0,8000,152.0,14,1352,1,0,26
GMC,Yukon SLT,2018,86,Gasoline,A/T,1,35899,355.0,15,1869,3,0,7
RAM,2500 Big Horn,2020,51,Gasoline,6-Speed A/T,0,44900,410.0,44,25,3,0,5
Tesla,Model Y Performance,2021,18,Electric,A/T,0,45000,455.0,52,1109,2,0,4
Lexus,ES 350 Base,2011,132,Gasoline,A/T,0,9999,272.0,27,569,3,0,14
Jeep,Wrangler Rubicon Hard Rock,2016,68,Gasoline,A/T,0,32798,304.0,22,1766,3,0,9
Volvo,XC90 T6 Momentum,2018,62,Gasoline,8-Speed A/T,0,30500,316.0,55,1830,3,0,7
BMW,M6 Gran Coupe Base,2017,28,Gasoline,7-Speed A/T,0,58000,560.0,4,987,3,0,8
Cadillac,Escalade ESV Platinum Edition,2013,119,E85 Flex Fuel,A/T,0,20500,403.0,8,605,1,0,12
BMW,X5 xDrive35i,2018,48,Gasoline,8-Speed A/T,0,32000,300.0,4,1803,3,0,7
BMW,X5 xDrive40i,2020,6,Gasoline,A/T,0,56598,341.0,4,1805,3,0,5
Mitsubishi,Outlander SEL,2018,29,Gasoline,A/T,0,19500,166.0,38,1174,3,0,7
Dodge,Ram 1500 ST,2010,131,E85 Flex Fuel,A/T,1,12995,310.0,11,1341,1,0,15
Mercedes-Benz,Maybach S S 600,2016,18,Gasoline,7-Speed A/T,0,79999,523.0,36,1057,3,0,9
Kia,Sportage LX,2023,13,Gasoline,A/T,0,31900,187.0,24,1604,3,0,2
Porsche,911 Turbo Cabriolet,2008,51,Gasoline,Transmission w/Dual Shift Mode,1,69500,480.0,43,162,3,2,17
Hummer,H3 Base,2007,137,Gasoline,4-Speed A/T,1,10000,242.0,18,854,3,0,18
Buick,LaCrosse Leather,2014,126,Gasoline,A/T,1,11200,304.0,7,939,3,0,11
Chevrolet,Silverado 1500 High Country,2020,88,Gasoline,A/T,1,48889,464.0,9,1558,3,0,5
Toyota,4Runner SR5,2016,102,Gasoline,5-Speed A/T,0,29000,270.0,53,83,3,0,9
Cadillac,Escalade ESV Luxury,2015,160,Gasoline,6-Speed A/T,1,18800,420.0,8,603,3,0,10
Subaru,Legacy 2.5i Premium,2015,69,Gasoline,CVT Transmission,1,15000,175.0,50,954,3,0,10
Tesla,Model 3 Long Range,2018,43,Electric,1-Speed A/T,1,30499,271.0,52,1083,2,0,7
Ford,Expedition EL XLT,2017,182,Gasoline,A/T,1,16500,365.0,14,634,3,0,8
Tesla,Model Y Long Range,2022,21,Electric,A/T,0,49500,425.0,52,1108,2,0,3
Ford,Expedition EL Limited,2017,81,Gasoline,Transmission w/Dual Shift Mode,0,27000,365.0,14,633,3,2,8
Chevrolet,Silverado 1500 LTZ,2021,62,Gasoline,8-Speed A/T,0,42590,339.0,9,1565,3,0,4
BMW,335 is,2011,82,Gasoline,7-Speed A/T,1,20000,320.0,4,52,3,0,14
Ford,F-150 XLT,2012,207,Gasoline,6-Speed A/T,1,15000,365.0,14,670,3,0,13
Land,Rover Range Rover Sport P400 SE Dynamic,2023,450,Hybrid,8-Speed A/T,0,124000,395.0,26,1429,4,0,2
Porsche,Panamera Edition,2016,78,Gasoline,A/T,1,30000,310.0,43,1189,3,0,9
Kia,Sorento Plug-In Hybrid SX,2022,16,Hybrid,6-Speed A/T,0,40599,170.0,24,1598,4,0,3
BMW,M240 i,2017,37,Gasoline,8-Speed A/T,1,26125,335.0,4,968,3,0,8
Maserati,Quattroporte Base,2006,51,Gasoline,Transmission w/Dual Shift Mode,1,18000,394.0,32,1269,3,2,19
Ford,F-150 XLT,2017,94,Gasoline,6-Speed A/T,0,26000,325.0,14,670,3,0,8
Land,Rover Discovery S,2003,122,Gasoline,A/T,1,6000,217.0,26,1384,3,0,22
Ford,F-250 XLT Crew Cab Super Duty,2008,158,Gasoline,5-Speed A/T,1,15000,300.0,14,682,3,0,17
Ford,Taurus SHO,2014,138,Gasoline,A/T,1,15500,365.0,14,1675,3,0,11
Land,Rover Range Rover Sport HSE,2012,110,Gasoline,A/T,0,10200,375.0,26,1426,3,0,13
Cadillac,Escalade Sport,2023,9,Diesel,10-Speed A/T with Overdrive,0,109900,341.0,8,616,0,0,2
GMC,Sierra 1500 SLT,2021,13,Gasoline,A/T,1,51500,355.0,15,1545,3,0,4
BMW,335 i xDrive,2009,70,Gasoline,6-Speed Manual,0,19500,300.0,4,51,3,1,16
Porsche,911 Carrera 4S,2003,90,Gasoline,6-Speed Manual,0,24000,315.0,43,147,3,1,22
Audi,Q5 S line Premium,2022,8,Hybrid,A/T,0,42598,232.0,3,1236,4,0,3
Lexus,RX 350 F Sport Performance,2020,43,Gasoline,8-Speed A/T,0,43599,309.0,27,1324,3,0,5
Audi,S4 3.0T Premium Plus,2018,26,Gasoline,8-Speed A/T,1,38000,354.0,3,1464,3,0,7
Chevrolet,Silverado 1500 LT,2019,36,Gasoline,A/T,0,35670,273.0,9,1561,3,0,6
Chevrolet,Colorado Z71,2019,25,Gasoline,A/T,0,36139,304.0,9,472,3,0,6
Audi,A5 2.0T Prestige,2018,36,Gasoline,7-Speed A/T,0,33000,252.0,3,178,3,0,7
Mazda,Mazda3 s Sport,2008,78,Gasoline,5-Speed Manual,0,6300,156.0,34,1066,3,1,17
Jaguar,E-PACE 300 Sport,2021,24,Hybrid,9-Speed A/T,0,42999,296.0,21,558,4,0,4
Toyota,Celica GT,2001,122,Gasoline,5-Speed Manual,0,7800,140.0,53,439,3,1,24
Ford,Excursion Limited 4WD,2003,245,Diesel,A/T,1,17999,325.0,14,628,0,0,22
Porsche,718 Spyder Base,2022,5,Gasoline,6-Speed Manual,0,134000,414.0,43,123,3,1,3
Subaru,WRX STI Base,2016,84,Gasoline,Manual,0,34000,305.0,50,1760,3,1,9
Audi,A6 45 Premium Plus,2021,33,Hybrid,A/T,0,40000,248.0,3,187,4,0,4
Mercedes-Benz,AMG GT R,2018,4,Gasoline,7-Speed A/T,0,148500,577.0,36,236,3,0,7
Acura,RDX PMC Edition,2021,44,Gasoline,10-Speed A/T,0,40598,232.0,0,1298,3,0,4
Audi,S4 3.0T Premium Plus,2013,139,Gasoline,7-Speed A/T,0,20900,333.0,3,1464,3,0,12
Lotus,Evora Base,2010,9,Gasoline,6-Speed Manual,0,55000,276.0,29,626,3,1,15
Mercedes-Benz,S-Class S 560 4MATIC,2019,10,Gasoline,9-Speed A/T,0,77900,463.0,36,1453,3,0,6
Chevrolet,Silverado 1500 RST,2023,5,Gasoline,10-Speed A/T,0,59590,339.0,9,1569,3,0,2
Hyundai,Genesis Coupe 2.0T R-Spec,2013,55,Gasoline,6-Speed Manual,0,18000,260.0,19,805,3,1,12
BMW,M3 Competition,2021,34,Gasoline,8-Speed A/T,0,71000,503.0,4,972,3,0,4
BMW,435 i,2014,126,Gasoline,A/T,0,15000,300.0,4,73,3,0,11
Land,Rover Range Rover Evoque HSE Dynamic,2016,79,Gasoline,9-Speed A/T,0,24000,240.0,26,1405,3,0,9
Porsche,911 Targa 4 GTS,2018,19,Gasoline,7-Speed A/T,0,145000,450.0,43,160,3,0,7
RAM,3500 Tradesman,2021,57,Diesel,6-Speed A/T,0,52000,400.0,44,56,0,0,4
BMW,X5 xDrive40i,2020,5,Gasoline,A/T,0,57998,341.0,4,1805,3,0,5
